season_label,season_key,season_type,as_of_date,team,team_icon,team_color,gp,w,l,t,pts,gf,ga,diff
Regular Season 2021-2022,2021-2022,regular,2022-01-31,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,14,10,3,1,21,78,55,23
Regular Season 2021-2022,2021-2022,regular,2022-01-31,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,13,4,8,1,9,52,66,-14
Regular Season 2021-2022,2021-2022,regular,2022-01-31,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,13,8,5,0,16,69,62,7
Regular Season 2021-2022,2021-2022,regular,2022-01-31,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,14,5,9,0,10,80,92,-12
Regular Season 2021-2022,2021-2022,regular,2022-01-31,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,14,9,5,0,18,87,77,10
Regular Season 2021-2022,2021-2022,regular,2022-02-03,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,15,3,10,2,8,63,82,-19
Regular Season 2021-2022,2021-2022,regular,2022-02-03,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,15,11,3,1,23,90,56,34
Regular Season 2021-2022,2021-2022,regular,2022-02-03,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,14,5,8,1,11,59,69,-10
Regular Season 2021-2022,2021-2022,regular,2022-02-03,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,14,8,6,0,16,72,69,3
Regular Season 2021-2022,2021-2022,regular,2022-02-03,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,15,5,10,0,10,81,104,-23
Regular Season 2021-2022,2021-2022,regular,2022-02-03,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,15,10,5,0,20,95,80,15
Regular Season 2021-2022,2021-2022,regular,2022-02-07,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,16,4,10,2,10,66,83,-17
Regular Season 2021-2022,2021-2022,regular,2022-02-07,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,16,12,3,1,25,101,61,40
Regular Season 2021-2022,2021-2022,regular,2022-02-07,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,15,5,9,1,11,60,72,-12
Regular Season 2021-2022,2021-2022,regular,2022-02-07,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,15,8,7,0,16,77,80,-3
Regular Season 2021-2022,2021-2022,regular,2022-02-07,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,16,6,10,0,12,88,109,-21
Regular Season 2021-2022,2021-2022,regular,2022-02-07,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,16,10,6,0,20,100,87,13
Regular Season 2021-2022,2021-2022,regular,2022-02-10,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,17,4,11,2,10,68,89,-21
Regular Season 2021-2022,2021-2022,regular,2022-02-10,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,17,12,4,1,25,106,69,37
Regular Season 2021-2022,2021-2022,regular,2022-02-10,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,16,6,9,1,13,66,76,-10
Regular Season 2021-2022,2021-2022,regular,2022-02-10,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,16,9,7,0,18,83,82,1
Regular Season 2021-2022,2021-2022,regular,2022-02-10,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,17,6,11,0,12,92,115,-23
Regular Season 2021-2022,2021-2022,regular,2022-02-10,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,17,11,6,0,22,108,92,16
Regular Season 2021-2022,2021-2022,regular,2022-02-14,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,18,5,11,2,12,77,89,-12
Regular Season 2021-2022,2021-2022,regular,2022-02-14,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,18,13,4,1,27,113,71,42
Regular Season 2021-2022,2021-2022,regular,2022-02-14,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,17,6,10,1,13,68,83,-15
Regular Season 2021-2022,2021-2022,regular,2022-02-14,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,17,10,7,0,20,90,88,2
Regular Season 2021-2022,2021-2022,regular,2022-02-14,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,18,6,12,0,12,92,124,-32
Regular Season 2021-2022,2021-2022,regular,2022-02-14,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,18,11,7,0,22,114,99,15
Regular Season 2021-2022,2021-2022,regular,2022-02-17,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,19,5,12,2,12,81,98,-17
Regular Season 2021-2022,2021-2022,regular,2022-02-17,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,19,14,4,1,29,122,75,47
Regular Season 2021-2022,2021-2022,regular,2022-02-17,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,18,6,10,2,14,74,89,-15
Regular Season 2021-2022,2021-2022,regular,2022-02-17,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,18,11,7,0,22,98,94,4
Regular Season 2021-2022,2021-2022,regular,2022-02-17,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,19,6,13,0,12,98,132,-34
Regular Season 2021-2022,2021-2022,regular,2022-02-17,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,19,11,7,1,23,120,105,15
Regular Season 2021-2022,2021-2022,regular,2022-02-21,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,20,6,12,2,14,88,104,-16
Regular Season 2021-2022,2021-2022,regular,2022-02-21,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,20,14,5,1,29,124,80,44
Regular Season 2021-2022,2021-2022,regular,2022-02-21,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,19,7,10,2,16,78,92,-14
Regular Season 2021-2022,2021-2022,regular,2022-02-21,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,19,11,8,0,22,101,98,3
Regular Season 2021-2022,2021-2022,regular,2022-02-21,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,20,7,13,0,14,103,134,-31
Regular Season 2021-2022,2021-2022,regular,2022-02-21,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,20,11,8,1,23,126,112,14
Regular Season 2021-2022,2021-2022,regular,2022-02-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,21,6,13,2,14,89,109,-20
Regular Season 2021-2022,2021-2022,regular,2022-02-24,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,21,15,5,1,31,127,82,45
Regular Season 2021-2022,2021-2022,regular,2022-02-24,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,20,8,10,2,18,83,93,-10
Regular Season 2021-2022,2021-2022,regular,2022-02-24,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,20,11,9,0,22,103,101,2
Regular Season 2021-2022,2021-2022,regular,2022-02-24,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,21,8,13,0,16,108,136,-28
Regular Season 2021-2022,2021-2022,regular,2022-02-24,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,21,11,9,1,23,128,117,11
Regular Season 2021-2022,2021-2022,regular,2022-02-28,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,22,7,13,2,16,93,111,-18
Regular Season 2021-2022,2021-2022,regular,2022-02-28,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,22,16,5,1,33,134,86,48
Regular Season 2021-2022,2021-2022,regular,2022-02-28,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,21,9,10,2,20,90,97,-7
Regular Season 2021-2022,2021-2022,regular,2022-02-28,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,21,11,10,0,22,105,105,0
Regular Season 2021-2022,2021-2022,regular,2022-02-28,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,22,8,14,0,16,112,143,-31
Regular Season 2021-2022,2021-2022,regular,2022-02-28,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,22,11,10,1,23,132,124,8
Regular Season 2021-2022,2021-2022,regular,2022-03-03,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,23,8,13,2,18,97,114,-17
Regular Season 2021-2022,2021-2022,regular,2022-03-03,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,23,17,5,1,35,138,89,49
Regular Season 2021-2022,2021-2022,regular,2022-03-03,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,22,9,11,2,20,93,101,-8
Regular Season 2021-2022,2021-2022,regular,2022-03-03,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,22,12,10,0,24,111,107,4
Regular Season 2021-2022,2021-2022,regular,2022-03-03,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,23,8,15,0,16,115,147,-32
Regular Season 2021-2022,2021-2022,regular,2022-03-03,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,23,11,11,1,23,134,130,4
Regular Season 2021-2022,2021-2022,regular,2022-03-07,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,24,8,14,2,18,100,119,-19
Regular Season 2021-2022,2021-2022,regular,2022-03-07,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,24,18,5,1,37,143,92,51
Regular Season 2021-2022,2021-2022,regular,2022-03-07,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,23,9,12,2,20,95,108,-13
Regular Season 2021-2022,2021-2022,regular,2022-03-07,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,23,13,10,0,26,118,109,9
Regular Season 2021-2022,2021-2022,regular,2022-03-07,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,24,8,16,0,16,117,154,-37
Regular Season 2021-2022,2021-2022,regular,2022-03-07,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,24,12,11,1,25,141,132,9
Regular Season 2021-2022,2021-2022,regular,2022-03-10,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,25,8,15,2,18,106,126,-20
Regular Season 2021-2022,2021-2022,regular,2022-03-10,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,25,19,5,1,39,149,96,53
Regular Season 2021-2022,2021-2022,regular,2022-03-10,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,24,9,13,2,20,100,115,-15
Regular Season 2021-2022,2021-2022,regular,2022-03-10,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,24,14,10,0,28,125,114,11
Regular Season 2021-2022,2021-2022,regular,2022-03-10,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,25,8,17,0,16,121,160,-39
Regular Season 2021-2022,2021-2022,regular,2022-03-10,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,25,13,11,1,27,148,138,10
Regular Season 2021-2022,2021-2022,regular,2022-03-14,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,26,9,15,2,20,116,131,-15
Regular Season 2021-2022,2021-2022,regular,2022-03-14,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,26,19,6,1,39,152,104,48
Regular Season 2021-2022,2021-2022,regular,2022-03-14,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,25,9,14,2,20,105,125,-20
Regular Season 2021-2022,2021-2022,regular,2022-03-14,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,25,15,10,0,30,133,117,16
Regular Season 2021-2022,2021-2022,regular,2022-03-14,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,26,8,18,0,16,127,167,-40
Regular Season 2021-2022,2021-2022,regular,2022-03-14,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,26,14,11,1,29,155,144,11
Regular Season 2021-2022,2021-2022,regular,2022-03-17,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,27,9,16,2,20,119,141,-22
Regular Season 2021-2022,2021-2022,regular,2022-03-17,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,27,19,7,1,39,153,106,47
Regular Season 2021-2022,2021-2022,regular,2022-03-17,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,26,10,14,2,22,107,126,-19
Regular Season 2021-2022,2021-2022,regular,2022-03-17,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,26,16,10,0,32,141,122,19
Regular Season 2021-2022,2021-2022,regular,2022-03-17,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,27,9,18,0,18,137,170,-33
Regular Season 2021-2022,2021-2022,regular,2022-03-17,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,27,14,12,1,29,160,152,8
Playoffs 2022-2023,2022-2023,playoffs,2023-03-20,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,1,0,1,0,0,0,8,-8
Playoffs 2022-2023,2022-2023,playoffs,2023-03-20,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,1,1,0,0,2,8,0,8
Playoffs 2022-2023,2022-2023,playoffs,2023-03-20,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,1,0,1,0,0,2,3,-1
Playoffs 2022-2023,2022-2023,playoffs,2023-03-20,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,1,0,0,1,1,2,2,0
Playoffs 2022-2023,2022-2023,playoffs,2023-03-20,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,1,1,0,0,2,3,2,1
Playoffs 2022-2023,2022-2023,playoffs,2023-03-20,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,1,1,0,0,2,5,4,1
Playoffs 2022-2023,2022-2023,playoffs,2023-03-20,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,1,0,1,0,0,4,5,-1
Playoffs 2022-2023,2022-2023,playoffs,2023-03-20,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,1,0,0,1,1,2,2,0
Playoffs 2022-2023,2022-2023,playoffs,2023-03-23,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,2,0,1,1,1,5,13,-8
Playoffs 2022-2023,2022-2023,playoffs,2023-03-23,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,2,2,0,0,4,14,5,9
Playoffs 2022-2023,2022-2023,playoffs,2023-03-23,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,2,0,2,0,0,4,6,-2
Playoffs 2022-2023,2022-2023,playoffs,2023-03-23,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,2,0,1,1,1,3,6,-3
Playoffs 2022-2023,2022-2023,playoffs,2023-03-23,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,2,2,0,0,4,7,3,4
Playoffs 2022-2023,2022-2023,playoffs,2023-03-23,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,2,1,0,1,3,10,9,1
Playoffs 2022-2023,2022-2023,playoffs,2023-03-23,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,2,0,2,0,0,9,11,-2
Playoffs 2022-2023,2022-2023,playoffs,2023-03-23,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,2,1,0,1,3,5,4,1
Playoffs 2022-2023,2022-2023,playoffs,2023-03-27,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,3,0,2,1,1,9,20,-11
Playoffs 2022-2023,2022-2023,playoffs,2023-03-27,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,3,3,0,0,6,20,8,12
Playoffs 2022-2023,2022-2023,playoffs,2023-03-27,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,3,1,2,0,2,11,10,1
Playoffs 2022-2023,2022-2023,playoffs,2023-03-27,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,3,1,1,1,3,9,8,1
Playoffs 2022-2023,2022-2023,playoffs,2023-03-27,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,3,2,1,0,4,9,6,3
Playoffs 2022-2023,2022-2023,playoffs,2023-03-27,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,3,1,1,1,3,13,15,-2
Playoffs 2022-2023,2022-2023,playoffs,2023-03-27,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,3,0,3,0,0,11,17,-6
Playoffs 2022-2023,2022-2023,playoffs,2023-03-27,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,3,2,0,1,5,8,6,2
Playoffs 2022-2023,2022-2023,playoffs,2023-03-30,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,4,1,2,1,3,13,21,-8
Playoffs 2022-2023,2022-2023,playoffs,2023-03-30,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,4,4,0,0,8,26,9,17
Playoffs 2022-2023,2022-2023,playoffs,2023-03-30,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,4,1,2,1,3,13,12,1
Playoffs 2022-2023,2022-2023,playoffs,2023-03-30,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,4,1,1,2,4,11,10,1
Playoffs 2022-2023,2022-2023,playoffs,2023-03-30,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,4,2,2,0,4,10,12,-2
Playoffs 2022-2023,2022-2023,playoffs,2023-03-30,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,4,1,1,2,4,16,18,-2
Playoffs 2022-2023,2022-2023,playoffs,2023-03-30,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,4,0,4,0,0,12,21,-9
Playoffs 2022-2023,2022-2023,playoffs,2023-03-30,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,4,2,0,2,6,11,9,2
Playoffs 2022-2023,2022-2023,playoffs,2023-04-03,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,5,1,3,1,3,14,26,-12
Playoffs 2022-2023,2022-2023,playoffs,2023-04-03,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,5,4,1,0,8,29,14,15
Playoffs 2022-2023,2022-2023,playoffs,2023-04-03,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,5,2,2,1,5,18,15,3
Playoffs 2022-2023,2022-2023,playoffs,2023-04-03,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,5,1,1,3,5,16,15,1
Playoffs 2022-2023,2022-2023,playoffs,2023-04-03,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,5,3,2,0,6,15,13,2
Playoffs 2022-2023,2022-2023,playoffs,2023-04-03,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,5,1,1,3,5,21,23,-2
Playoffs 2022-2023,2022-2023,playoffs,2023-04-03,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,5,0,5,0,0,17,32,-15
Playoffs 2022-2023,2022-2023,playoffs,2023-04-03,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,5,3,0,2,8,22,14,8
Playoffs 2022-2023,2022-2023,playoffs,2023-04-06,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,6,2,3,1,5,24,29,-5
Playoffs 2022-2023,2022-2023,playoffs,2023-04-06,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,6,5,1,0,10,33,17,16
Playoffs 2022-2023,2022-2023,playoffs,2023-04-06,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,6,2,3,1,5,21,19,2
Playoffs 2022-2023,2022-2023,playoffs,2023-04-06,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,6,1,2,3,5,19,25,-6
Playoffs 2022-2023,2022-2023,playoffs,2023-04-06,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,6,4,2,0,8,21,15,6
Playoffs 2022-2023,2022-2023,playoffs,2023-04-06,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,6,1,2,3,5,23,29,-6
Playoffs 2022-2023,2022-2023,playoffs,2023-04-06,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,6,1,5,0,2,21,35,-14
Playoffs 2022-2023,2022-2023,playoffs,2023-04-06,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,6,3,1,2,8,25,18,7
Playoffs 2022-2023,2022-2023,playoffs,2023-04-10,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,7,2,4,1,5,27,39,-12
Playoffs 2022-2023,2022-2023,playoffs,2023-04-10,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,7,5,2,0,10,36,23,13
Playoffs 2022-2023,2022-2023,playoffs,2023-04-10,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,7,3,3,1,7,24,21,3
Playoffs 2022-2023,2022-2023,playoffs,2023-04-10,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,7,2,2,3,7,25,28,-3
Playoffs 2022-2023,2022-2023,playoffs,2023-04-10,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,7,5,2,0,10,30,21,9
Playoffs 2022-2023,2022-2023,playoffs,2023-04-10,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,7,1,3,3,5,25,32,-7
