season_label,season_key,season_type,as_of_date,team,team_icon,team_color,gp,w,l,t,pts,gf,ga,diff
Regular Season 2023-2024,2023-2024,regular,2024-02-05,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,37,13,21,3,29,145,144,1
Regular Season 2023-2024,2023-2024,regular,2024-02-05,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,37,20,16,1,41,160,143,17
Regular Season 2023-2024,2023-2024,regular,2024-02-05,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,37,11,25,1,23,142,193,-51
Regular Season 2023-2024,2023-2024,regular,2024-02-05,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,37,16,19,2,34,161,176,-15
Regular Season 2023-2024,2023-2024,regular,2024-02-05,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,37,21,15,1,43,169,170,-1
Regular Season 2023-2024,2023-2024,regular,2024-02-08,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,38,22,14,2,46,225,195,30
Regular Season 2023-2024,2023-2024,regular,2024-02-08,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,38,19,16,3,41,179,191,-12
Regular Season 2023-2024,2023-2024,regular,2024-02-08,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,38,20,15,3,43,157,124,33
Regular Season 2023-2024,2023-2024,regular,2024-02-08,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,38,13,22,3,29,147,148,-1
Regular Season 2023-2024,2023-2024,regular,2024-02-08,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,38,21,16,1,43,166,148,18
Regular Season 2023-2024,2023-2024,regular,2024-02-08,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,38,12,25,1,25,147,196,-49
Regular Season 2023-2024,2023-2024,regular,2024-02-08,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,38,16,20,2,34,166,182,-16
Regular Season 2023-2024,2023-2024,regular,2024-02-08,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,38,21,16,1,43,172,175,-3
Regular Season 2023-2024,2023-2024,regular,2024-02-12,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,39,23,14,2,48,231,200,31
Regular Season 2023-2024,2023-2024,regular,2024-02-12,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,39,19,17,3,41,182,197,-15
Regular Season 2023-2024,2023-2024,regular,2024-02-12,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,39,21,15,3,45,163,127,36
Regular Season 2023-2024,2023-2024,regular,2024-02-12,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,39,13,23,3,29,149,151,-2
Regular Season 2023-2024,2023-2024,regular,2024-02-12,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,39,22,16,1,45,169,150,19
Regular Season 2023-2024,2023-2024,regular,2024-02-12,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,39,13,25,1,27,156,201,-45
Regular Season 2023-2024,2023-2024,regular,2024-02-12,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,39,16,21,2,34,171,191,-20
Regular Season 2023-2024,2023-2024,regular,2024-02-12,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,39,21,17,1,43,177,181,-4
Regular Season 2023-2024,2023-2024,regular,2024-02-15,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,40,24,14,2,50,237,201,36
Regular Season 2023-2024,2023-2024,regular,2024-02-15,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,40,20,17,3,43,188,202,-14
Regular Season 2023-2024,2023-2024,regular,2024-02-15,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,40,21,16,3,45,163,132,31
Regular Season 2023-2024,2023-2024,regular,2024-02-15,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,40,14,23,3,31,156,157,-1
Regular Season 2023-2024,2023-2024,regular,2024-02-15,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,40,22,17,1,45,170,156,14
Regular Season 2023-2024,2023-2024,regular,2024-02-15,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,40,13,26,1,27,161,207,-46
Regular Season 2023-2024,2023-2024,regular,2024-02-15,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,40,17,21,2,36,176,191,-15
Regular Season 2023-2024,2023-2024,regular,2024-02-15,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,40,21,18,1,43,183,188,-5
Regular Season 2023-2024,2023-2024,regular,2024-02-22,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,41,24,14,3,51,243,207,36
Regular Season 2023-2024,2023-2024,regular,2024-02-22,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,41,20,17,4,44,194,208,-14
Regular Season 2023-2024,2023-2024,regular,2024-02-22,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,41,21,17,3,45,163,136,27
Regular Season 2023-2024,2023-2024,regular,2024-02-22,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,41,15,23,3,33,161,161,0
Regular Season 2023-2024,2023-2024,regular,2024-02-22,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,41,23,17,1,47,179,157,22
Regular Season 2023-2024,2023-2024,regular,2024-02-22,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,41,13,27,1,27,162,216,-54
Regular Season 2023-2024,2023-2024,regular,2024-02-22,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,41,17,22,2,36,180,196,-16
Regular Season 2023-2024,2023-2024,regular,2024-02-22,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,41,22,18,1,45,187,188,-1
Regular Season 2023-2024,2023-2024,regular,2024-02-26,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,42,25,14,3,53,250,213,37
Regular Season 2023-2024,2023-2024,regular,2024-02-26,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,42,20,18,4,44,198,214,-16
Regular Season 2023-2024,2023-2024,regular,2024-02-26,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,42,21,17,4,46,167,140,27
Regular Season 2023-2024,2023-2024,regular,2024-02-26,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,42,15,24,3,33,167,168,-1
Regular Season 2023-2024,2023-2024,regular,2024-02-26,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,42,23,17,2,48,185,163,22
Regular Season 2023-2024,2023-2024,regular,2024-02-26,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,42,13,27,2,28,166,220,-54
Regular Season 2023-2024,2023-2024,regular,2024-02-26,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,42,18,22,2,38,186,200,-14
Regular Season 2023-2024,2023-2024,regular,2024-02-26,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,42,22,18,2,46,193,194,-1
Regular Season 2023-2024,2023-2024,regular,2024-02-29,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,43,26,14,3,55,254,214,40
Regular Season 2023-2024,2023-2024,regular,2024-02-29,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,43,20,19,4,44,199,220,-21
Regular Season 2023-2024,2023-2024,regular,2024-02-29,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,43,21,18,4,46,168,144,24
Regular Season 2023-2024,2023-2024,regular,2024-02-29,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,43,16,24,3,35,173,169,4
Regular Season 2023-2024,2023-2024,regular,2024-02-29,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,43,24,17,2,50,189,166,23
Regular Season 2023-2024,2023-2024,regular,2024-02-29,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,43,14,27,2,30,170,223,-53
Regular Season 2023-2024,2023-2024,regular,2024-02-29,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,43,18,23,2,38,189,204,-15
Regular Season 2023-2024,2023-2024,regular,2024-02-29,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,43,22,19,2,46,196,198,-2
Regular Season 2023-2024,2023-2024,regular,2024-03-04,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,44,27,14,3,57,261,220,41
Regular Season 2023-2024,2023-2024,regular,2024-03-04,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,44,21,19,4,46,204,224,-20
Regular Season 2023-2024,2023-2024,regular,2024-03-04,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,44,22,18,4,48,171,145,26
Regular Season 2023-2024,2023-2024,regular,2024-03-04,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,44,17,24,3,37,179,174,5
Regular Season 2023-2024,2023-2024,regular,2024-03-04,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,44,24,18,2,50,190,169,21
Regular Season 2023-2024,2023-2024,regular,2024-03-04,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,44,14,28,2,30,175,229,-54
Regular Season 2023-2024,2023-2024,regular,2024-03-04,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,44,18,24,2,38,195,211,-16
Regular Season 2023-2024,2023-2024,regular,2024-03-04,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,44,22,20,2,46,200,203,-3
Regular Season 2023-2024,2023-2024,regular,2024-03-07,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,45,27,15,3,57,265,227,38
Regular Season 2023-2024,2023-2024,regular,2024-03-07,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,45,22,19,4,48,210,227,-17
Regular Season 2023-2024,2023-2024,regular,2024-03-07,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,45,22,19,4,48,174,151,23
Regular Season 2023-2024,2023-2024,regular,2024-03-07,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,45,18,24,3,39,183,177,6
Regular Season 2023-2024,2023-2024,regular,2024-03-07,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,45,24,19,2,50,193,173,20
Regular Season 2023-2024,2023-2024,regular,2024-03-07,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,45,14,29,2,30,176,235,-59
Regular Season 2023-2024,2023-2024,regular,2024-03-07,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,45,19,24,2,40,201,212,-11
Regular Season 2023-2024,2023-2024,regular,2024-03-07,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,45,23,20,2,48,207,207,0
Playoffs 2024-2025,2024-2025,playoffs,2025-03-17,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,1,0,1,0,0,3,4,-1
Playoffs 2024-2025,2024-2025,playoffs,2025-03-17,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,1,1,0,0,2,4,3,1
Playoffs 2024-2025,2024-2025,playoffs,2025-03-17,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,1,0,1,0,0,0,3,-3
Playoffs 2024-2025,2024-2025,playoffs,2025-03-17,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,1,1,0,0,2,6,3,3
Playoffs 2024-2025,2024-2025,playoffs,2025-03-17,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,1,1,0,0,2,3,0,3
Playoffs 2024-2025,2024-2025,playoffs,2025-03-17,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,1,1,0,0,2,6,5,1
Playoffs 2024-2025,2024-2025,playoffs,2025-03-17,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,1,0,1,0,0,5,6,-1
Playoffs 2024-2025,2024-2025,playoffs,2025-03-17,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,1,0,1,0,0,3,6,-3
Playoffs 2024-2025,2024-2025,playoffs,2025-03-20,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,2,0,2,0,0,6,12,-6
Playoffs 2024-2025,2024-2025,playoffs,2025-03-20,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,2,1,1,0,2,4,6,-2
Playoffs 2024-2025,2024-2025,playoffs,2025-03-20,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,2,1,1,0,2,3,3,0
Playoffs 2024-2025,2024-2025,playoffs,2025-03-20,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,2,2,0,0,4,10,5,5
Playoffs 2024-2025,2024-2025,playoffs,2025-03-20,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,2,2,0,0,4,8,3,5
Playoffs 2024-2025,2024-2025,playoffs,2025-03-20,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,2,1,1,0,2,8,9,-1
Playoffs 2024-2025,2024-2025,playoffs,2025-03-20,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,2,1,1,0,2,13,9,4
Playoffs 2024-2025,2024-2025,playoffs,2025-03-20,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,2,0,2,0,0,6,11,-5
Playoffs 2024-2025,2024-2025,playoffs,2025-03-24,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,3,1,2,0,2,12,16,-4
Playoffs 2024-2025,2024-2025,playoffs,2025-03-24,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,3,1,2,0,2,9,14,-5
Playoffs 2024-2025,2024-2025,playoffs,2025-03-24,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,3,1,2,0,2,7,9,-2
Playoffs 2024-2025,2024-2025,playoffs,2025-03-24,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,3,2,1,0,4,11,7,4
Playoffs 2024-2025,2024-2025,playoffs,2025-03-24,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,3,2,1,0,4,11,7,4
Playoffs 2024-2025,2024-2025,playoffs,2025-03-24,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,3,2,1,0,4,12,12,0
Playoffs 2024-2025,2024-2025,playoffs,2025-03-24,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,3,2,1,0,4,15,10,5
Playoffs 2024-2025,2024-2025,playoffs,2025-03-24,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,3,1,2,0,2,14,16,-2
Playoffs 2024-2025,2024-2025,playoffs,2025-03-27,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,4,1,3,0,2,12,25,-13
Playoffs 2024-2025,2024-2025,playoffs,2025-03-27,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,4,1,3,0,2,11,18,-7
Playoffs 2024-2025,2024-2025,playoffs,2025-03-27,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,4,1,3,0,2,8,16,-8
Playoffs 2024-2025,2024-2025,playoffs,2025-03-27,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,4,3,1,0,6,20,7,13
Playoffs 2024-2025,2024-2025,playoffs,2025-03-27,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,4,2,2,0,4,12,12,0
Playoffs 2024-2025,2024-2025,playoffs,2025-03-27,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,4,3,1,0,6,16,14,2
Playoffs 2024-2025,2024-2025,playoffs,2025-03-27,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,4,3,1,0,6,20,11,9
Playoffs 2024-2025,2024-2025,playoffs,2025-03-27,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,4,2,2,0,4,21,17,4
Playoffs 2024-2025,2024-2025,playoffs,2025-03-31,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,5,1,4,0,2,15,33,-18
Playoffs 2024-2025,2024-2025,playoffs,2025-03-31,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,5,2,3,0,4,16,22,-6
Playoffs 2024-2025,2024-2025,playoffs,2025-03-31,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,5,2,3,0,4,12,17,-5
Playoffs 2024-2025,2024-2025,playoffs,2025-03-31,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,5,3,1,1,7,24,11,13
Playoffs 2024-2025,2024-2025,playoffs,2025-03-31,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,5,2,2,1,5,16,16,0
Playoffs 2024-2025,2024-2025,playoffs,2025-03-31,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,5,3,2,0,6,17,18,-1
Playoffs 2024-2025,2024-2025,playoffs,2025-03-31,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,5,3,2,0,6,24,16,8
Playoffs 2024-2025,2024-2025,playoffs,2025-03-31,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,5,3,2,0,6,29,20,9
Playoffs 2024-2025,2024-2025,playoffs,2025-04-03,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,6,1,5,0,2,16,36,-20
Playoffs 2024-2025,2024-2025,playoffs,2025-04-03,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,6,2,4,0,4,17,29,-12
Playoffs 2024-2025,2024-2025,playoffs,2025-04-03,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,6,3,3,0,6,16,19,-3
Playoffs 2024-2025,2024-2025,playoffs,2025-04-03,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,6,4,1,1,9,31,12,19
Playoffs 2024-2025,2024-2025,playoffs,2025-04-03,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,6,3,2,1,7,19,17,2
Playoffs 2024-2025,2024-2025,playoffs,2025-04-03,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,6,4,2,0,8,22,22,0
Playoffs 2024-2025,2024-2025,playoffs,2025-04-03,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,6,3,3,0,6,26,20,6
Playoffs 2024-2025,2024-2025,playoffs,2025-04-03,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,6,3,3,0,6,33,25,8
Playoffs 2024-2025,2024-2025,playoffs,2025-04-07,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,7,1,6,0,2,18,41,-23
Playoffs 2024-2025,2024-2025,playoffs,2025-04-07,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,7,2,5,0,4,18,32,-14
Playoffs 2024-2025,2024-2025,playoffs,2025-04-07,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,7,3,4,0,6,17,26,-9
Playoffs 2024-2025,2024-2025,playoffs,2025-04-07,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,7,5,1,1,11,38,13,25
Playoffs 2024-2025,2024-2025,playoffs,2025-04-07,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,7,4,2,1,9,22,18,4
Playoffs 2024-2025,2024-2025,playoffs,2025-04-07,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,7,5,2,0,10,27,24,3
Playoffs 2024-2025,2024-2025,playoffs,2025-04-07,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,7,3,4,0,6,28,24,4
Playoffs 2024-2025,2024-2025,playoffs,2025-04-07,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,7,4,3,0,8,37,27,10
Playoffs 2024-2025,2024-2025,playoffs,2025-04-10,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,8,1,7,0,2,19,48,-29
Playoffs 2024-2025,2024-2025,playoffs,2025-04-10,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,8,3,5,0,6,19,32,-13
Playoffs 2024-2025,2024-2025,playoffs,2025-04-10,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,8,3,5,0,6,20,34,-14
Playoffs 2024-2025,2024-2025,playoffs,2025-04-10,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,8,6,1,1,13,45,14,31
Playoffs 2024-2025,2024-2025,playoffs,2025-04-10,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,8,5,2,1,11,27,20,7
Playoffs 2024-2025,2024-2025,playoffs,2025-04-10,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,8,5,3,0,10,29,29,0
Playoffs 2024-2025,2024-2025,playoffs,2025-04-10,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,8,4,4,0,8,36,27,9
Playoffs 2024-2025,2024-2025,playoffs,2025-04-10,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,8,4,4,0,8,37,28,9
Playoffs 2024-2025,2024-2025,playoffs,2025-04-14,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,9,1,8,0,2,25,57,-32
Playoffs 2024-2025,2024-2025,playoffs,2025-04-14,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,9,3,6,0,6,23,37,-14
Playoffs 2024-2025,2024-2025,playoffs,2025-04-14,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,9,4,5,0,8,25,38,-13
Playoffs 2024-2025,2024-2025,playoffs,2025-04-14,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,8,6,1,1,13,45,14,31
Playoffs 2024-2025,2024-2025,playoffs,2025-04-14,Komodo Dragons,https://ormrhl.com/wp-content/uploads/2022/09/komodo-128x128.png,#3B6E2A,9,6,2,1,13,36,26,10
Playoffs 2024-2025,2024-2025,playoffs,2025-04-14,Marlins,https://ormrhl.com/wp-content/uploads/2021/11/marlins_logo-128x128.png,#1E8A8A,8,5,3,0,10,29,29,0
Playoffs 2024-2025,2024-2025,playoffs,2025-04-14,Rhinos,https://ormrhl.com/wp-content/uploads/2021/11/Rhinos_logo-128x128.png,#6B6F76,8,4,4,0,8,36,27,9
Playoffs 2024-2025,2024-2025,playoffs,2025-04-14,Wildcats,https://ormrhl.com/wp-content/uploads/2021/11/wildcats_logo-128x128.png,#D97B29,8,4,4,0,8,37,28,9
Playoffs 2024-2025,2024-2025,playoffs,2025-04-16,Cobras,https://ormrhl.com/wp-content/uploads/2021/11/Cobras_Logo-128x128.png,#2B8C5C,9,1,8,0,2,25,57,-32
Playoffs 2024-2025,2024-2025,playoffs,2025-04-16,Eagles,https://ormrhl.com/wp-content/uploads/2021/11/Eagles_logo-128x128.png,#A31E2E,9,3,6,0,6,23,37,-14
Playoffs 2024-2025,2024-2025,playoffs,2025-04-16,Falcons,https://ormrhl.com/wp-content/uploads/2021/11/falcons_icon-128x128.png,#233A6B,9,4,5,0,8,25,38,-13
Playoffs 2024-2025,2024-2025,playoffs,2025-04-16,Grizzlies,https://ormrhl.com/wp-content/uploads/2022/09/grizzlies-128x128.png,#8B4A26,9,7,1,1,15,49,15,34
